"3","3","12","14/11/04","21:23"

"2","3","6","10/08/13","19:25"
"4","3","5","10/08/13","20:03"
"6","3","9","10/08/13","20:08"
"3","1","8","10/08/13","20:09"
"5","1","22","10/08/13","20:09"
"1","1","27","10/08/13","20:10"
"2","1","50","10/08/13","20:10"
"3","1","74","10/08/13","20:11"
"5","1","89","10/08/13","20:11"
"1","1","10","10/08/13","20:51"
"5","1","10","10/08/13","20:59"
"6","2","2","10/08/13","21:01"
"4","3","5","10/08/13","21:03"
"6","2","26","10/08/13","21:04"
"5","1","20","10/08/13","21:04"
"5","2","0","10/08/13","21:04"
"5","2","0","10/08/13","21:04"
"5","2","0","10/08/13","21:04"
"6","2","26","10/08/13","21:05"
"6","2","0","10/08/13","21:05"
"6","2","0","10/08/13","21:05"
"5","1","3","10/08/13","21:05"
"6","2","3","10/08/13","21:07"
"4","3","12","2/05/14","21:09"
"6","2","16","2/05/14","21:09"
"0","1","3","2/05/14","21:09"
"1","1","18","2/05/14","21:10"
"4","2","13","2/05/14","21:10"
"2","1","20","2/05/14","21:10"
"0","1","22","2/05/14","21:10"
"9","2","69","2/05/14","21:11"
"4","3","33","2/05/14","21:11"
"0","1","2","2/05/14","21:12"
"8","2","11","2/05/14","21:12"
"1","1","5","2/05/14","21:12"
"6","3","6","2/05/14","21:12"
"4","3","21","2/05/14","21:12"
"1","1","13","2/05/14","21:13"
"9","3","45","2/05/14","21:13"
"9","2","77","2/05/14","21:13"
"1","1","1","2/05/14","21:13"
"6","2","13","2/05/14","21:14"
"9","2","21","2/05/14","21:14"
"0","1","21","2/05/14","21:14"
"8","2","8","2/05/14","21:14"
"0","1","1","2/05/14","21:14"
"1","1","46","2/05/14","21:15"
"4","2","58","2/05/14","21:15"
"3","1","44","2/05/14","21:15"
"0","1","52","2/05/14","21:15"
"9","2","51","2/05/14","21:16"
"7","2","6","2/05/14","21:18"
"9","2","6","2/05/14","21:18"
"0","1","14","2/05/14","21:19"
"8","2","28","2/05/14","21:19"
"2","1","27","2/05/14","21:19"
"9","2","41","2/05/14","21:20"
"6","2","105","2/05/14","21:20"
"5","2","128","2/05/14","21:21"
"3","3","5","2/05/14","21:22"
"2","3","18","2/05/14","21:22"
"9","2","34","2/05/14","21:23"
"1","1","3","2/05/14","21:23"
"7","2","16","2/05/14","21:23"
"0","3","2","2/05/14","21:24"
"0","1","65","2/05/14","21:24"
"2","1","18","2/05/14","21:24"
"8","2","27","2/05/14","21:25"
"3","1","42","2/05/14","21:25"
"6","2","54","2/05/14","21:25"
"6","3","24","2/05/14","21:25"
"4","2","57","2/05/14","21:25"
"8","3","59","2/05/14","21:26"
"1","3","67","2/05/14","21:26"
"9","2","120","2/05/14","21:26"
"0","1","131","2/05/14","21:26"
"7","2","21","2/05/14","21:27"
"2","1","36","2/05/14","21:27"
"5","2","46","2/05/14","21:27"
"3","3","61","2/05/14","21:27"
"1","3","72","2/05/14","21:28"
"9","3","97","2/05/14","21:28"
"0","3","94","2/05/14","21:28"
"9","2","84","2/05/14","21:28"
"9","2","1","2/05/14","21:29"
"1","1","4","2/05/14","21:29"
"8","2","12","2/05/14","21:29"
"5","2","26","2/05/14","21:30"
"7","3","2","2/05/14","21:30"
"9","2","44","2/05/14","21:30"
"0","1","70","2/05/14","21:30"
"8","2","9","2/05/14","21:31"
"2","1","22","2/05/14","21:31"
"7","2","35","2/05/14","21:31"
"6","3","38","2/05/14","21:31"
"5","2","75","2/05/14","21:32"
"9","2","28","2/05/14","21:32"
"4","2","103","2/05/14","21:32"
"3","1","49","2/05/14","21:33"
"0","3","46","2/05/14","21:33"
"0","1","4","2/05/14","21:33"
"1","1","5","2/05/14","21:33"
"7","3","9","2/05/14","21:33"
"7","2","47","2/05/14","21:33"
"2","1","34","2/05/14","21:33"
"1","3","18","2/05/14","21:34"
"9","3","64","2/05/14","21:34"
"9","2","102","2/05/14","21:34"
"8","2","120","2/05/14","21:34"
"9","2","16","28/05/14","19:43"
"0","3","9","28/05/14","19:43"
"3","3","6","28/05/14","19:44"
"3","1","2","28/05/14","19:46"
"9","2","17","28/05/14","19:46"
"6","3","12","28/05/14","19:47"
"7","2","42","28/05/14","19:47"
"8","2","67","28/05/14","19:47"
"2","3","45","28/05/14","19:47"
"5","2","79","28/05/14","19:48"
"1","1","96","28/05/14","19:48"
"5","2","1","28/05/14","19:48"
"1","3","92","28/05/14","19:48"
